arch,dtype,seed,batch_size,grad_mae,grad_cos_sim,torch_grad_norm,tf_grad_norm,max_layer_mae,min_layer_cos,nan_inf_torch,nan_inf_tf
2x256_sigmoid,float64,0,32,0.004380748056345942,0.9144492130685434,3.749030573417026,3.749030573417026,0.004843114302466317,0.00571901584248498,False,False
2x256_sigmoid,float64,1,1,0.013522970376322491,0.9017564269910109,10.885328805007111,10.885328805007113,0.014950252878962607,0.005219366213998019,False,False
2x256_sigmoid,float64,1,8,0.008758972378467822,0.9071345109136838,7.234699064413594,7.2346990644135944,0.009683438503068987,0.005245001881110033,False,False
2x256_sigmoid,float64,1,32,0.005469574333220338,0.9064338387131627,4.4570953217222185,4.4570953217222185,0.006046860796582231,0.008793430382366378,False,False
2x256_sigmoid,float64,2,1,0.008829693886261246,0.9026296503113899,7.136193480731521,7.13619348073152,0.009761624315510344,0.02786124775113258,False,False
2x256_sigmoid,float64,2,8,0.007667619882672346,0.8879803326506823,5.710198502630808,5.710198502630808,0.00847689916014495,0.010679588460377233,False,False
2x256_sigmoid,float64,2,32,0.006984973024973788,0.8940578603832191,5.324461471043536,5.324461471043536,0.007722202309851469,0.025411834921206543,False,False
2x64_elu,float32,0,1,0.06148128212312613,0.6092487308088677,8.61072826385498,8.61072826385498,0.08749374091193036,0.1060104432138141,False,False
2x64_elu,float32,0,8,0.02015166835745892,0.5626373186255782,2.5348870754241943,2.5348868370056152,0.02867774988786953,0.032224674995380884,False,False
2x64_elu,float32,0,32,0.015071224516401267,0.586825179403556,1.965428352355957,1.965428352355957,0.021447792972898005,0.015323879300629189,False,False
2x64_elu,float32,1,1,0.0683785482062297,0.5558234117336877,9.817405700683594,9.81740665435791,0.09730920699364323,0.0005888702488043648,False,False
2x64_elu,float32,1,8,0.022926377683452036,0.576313336887382,2.9406518936157227,2.9406521320343018,0.032626426648017404,0.007123829706375135,False,False
2x64_elu,float32,1,32,0.014100807421017958,0.544691300810288,1.7266511917114258,1.7266513109207153,0.020066796576092782,-0.023939975162657855,False,False
2x64_elu,float32,2,1,0.03534065420255257,0.6813003572636696,5.320131301879883,5.320130825042725,0.050293126348549766,0.048257212990306844,False,False
2x64_elu,float32,2,8,0.02521753888981827,0.5559984133024142,3.234057903289795,3.234058380126953,0.03588696870958252,0.0038829800128348693,False,False
2x64_elu,float32,2,32,0.01511646198918535,0.5971798843203018,1.966009259223938,1.966009259223938,0.021512170316553503,0.06657813247441562,False,False
2x64_elu,float64,0,1,0.11931027210680994,0.4864810157805363,15.493353415346624,15.493353415346625,0.16978993557387576,0.008996633186243,False,False
2x64_elu,float64,0,8,0.03279958393092761,0.5452606292240691,4.192745186412375,4.192745186412375,0.04667694695639087,0.016987517400710205,False,False
2x64_elu,float64,0,32,0.01575522217090875,0.5883908080412196,2.043501564436702,2.043501564436702,0.022421188973199977,0.022862718598309018,False,False
2x64_elu,float64,1,1,0.037841548596419944,0.5983011422715762,5.234994618621595,5.234994618621595,0.05385214520716107,0.026132669983253864,False,False
2x64_elu,float64,1,8,0.025510924241794023,0.5759571721490934,3.369369093467216,3.3693690934672156,0.03630448667124447,-0.012573979069973321,False,False
2x64_elu,float64,1,32,0.016287641705785078,0.5681440401149119,2.0680685441240807,2.0680685441240807,0.023178872925542285,-0.008694664181807721,False,False
2x64_elu,float64,2,1,0.0810740414544427,0.5459970709274922,10.325196403502357,10.325196403502357,0.11537612002879555,0.00044923911333192814,False,False
2x64_elu,float64,2,8,0.032996020280119616,0.5401361040901809,4.172891178745819,4.172891178745819,0.046956494680863575,0.022929823064633443,False,False
2x64_elu,float64,2,32,0.016904667170431806,0.6040065855089356,2.224767323549067,2.224767323549067,0.024056959212999753,0.01137535837618235,False,False
